Category Title,Category URL,Subcategory Title,Subcategory URL,View More Exists,View More URL,Article Count
Reality AI Software,https://en-support.renesas.com/knowledgeBase/category/31692,Automotive SWS,https://en-support.renesas.com/knowledgeBase/category/31692/subcategory/31696,True,https://en-support.renesas.com/knowledgeBase/category/31692/subcategory/31696,8
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,SH Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30502,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30502,299
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,V850 Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30503,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30503,69
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,78K Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30512,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30512,64
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,R8C Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30505,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30505,100
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,M16C Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30506,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30506,212
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,M32R Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30518,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30518,24
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,H8S H8SX Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30507,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30507,133
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,H8/300H Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30509,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30509,32
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,H8/TINY Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30510,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30510,84
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,H8 Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30511,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30511,29
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,740 Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30514,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30514,199
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,720 Family,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30513,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30513,65
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,Common,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30516,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30516,62
Other MCUs & MPUs,https://en-support.renesas.com/knowledgeBase/category/30498,Others,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30517,True,https://en-support.renesas.com/knowledgeBase/category/30498/subcategory/30517,35
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,IDE (CS+),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30538,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30538,98
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,IDE (e² studio),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30539,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30539,175
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,IDE (High-performance Embedded Workshop),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30540,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30540,80
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Other IDE,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31682,False,,1
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Compiler Common,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30533,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30533,83
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,C Compiler Package for RH850 Family (CC-RH),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30547,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30547,27
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,C/C++ Compiler Package for RX Family (CC-RX),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30531,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30531,81
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,C Compiler Package for RL78 Family (CC-RL),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30529,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30529,162
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"C Compiler Package for RL78 and 78K Families(CA78K0R, CA78K0)",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30530,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30530,42
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,C Compiler Package for V850 Family (CA850),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31628,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31628,6
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Other Compiler Package,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30542,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30542,119
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"Code Generator Plug-in, Smart Configurator",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30532,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30532,40
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Other Code Generator,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31683,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31683,19
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Firmware Integration Technology (FIT),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/32759,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/32759,14
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Middleware,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31684,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31684,8
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"E2, E2 Lite, E1, E20",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30534,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30534,134
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"E10A-USB, E10A",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30535,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30535,100
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"E8, E8a",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30536,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30536,65
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Other Emulator,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30543,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30543,18
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Renesas Starter Kit,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30546,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30546,21
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Other Board,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31170,False,,3
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Programmer (Unit/SW),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30537,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30537,199
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Self Programming (Driver/Library),https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/33188,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/33188,47
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Real-time OS,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30545,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30545,61
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,"Development tools for applications (QE, Others)",https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30936,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30936,12
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Registration and Email,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/31685,False,,2
Software and Tools,https://en-support.renesas.com/knowledgeBase/category/30528,Others,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30544,True,https://en-support.renesas.com/knowledgeBase/category/30528/subcategory/30544,7
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“R-Car S4 Whitebox SDK” for S4 Spider / S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/31856,True,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/31856,47
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“R-Car S4 Whitebox SDK Demonstration” for S4 Spider / S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32295,False,,4
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“Board Specification” for R-Car S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32251,True,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32251,15
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“Yocto(linux)” for R-Car S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32252,True,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32252,12
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“Hypervisor(Xen)” for R-Car S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32253,False,,5
R-Car S4 Gateway,https://en-support.renesas.com/knowledgeBase/category/31891,“Documentation” for R-Car S4 Starter Kit,https://en-support.renesas.com/knowledgeBase/category/31891/subcategory/32254,False,,4
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,“Board Specification” for Starter Kit / Kingfisher,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31364,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31364,20
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,“Yocto(linux)” for Starter Kit / Kingfisher,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31365,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31365,93
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,“Android” for Starter Kit /Kingfisher,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31366,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31366,20
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,“Documentation” for R-Car Starter Kit / Kingfisher,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31367,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31367,6
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,R-Car Consortium,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31368,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31368,11
R-Car H3/M3 Cockpit,https://en-support.renesas.com/knowledgeBase/category/31363,AGL,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31620,True,https://en-support.renesas.com/knowledgeBase/category/31363/subcategory/31620,7
SoC / System LSI,https://en-support.renesas.com/knowledgeBase/category/30553,USB ASSP,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30557,True,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30557,12
SoC / System LSI,https://en-support.renesas.com/knowledgeBase/category/30553,Dedicated IC,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30558,True,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30558,7
SoC / System LSI,https://en-support.renesas.com/knowledgeBase/category/30553,Others,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30556,True,https://en-support.renesas.com/knowledgeBase/category/30553/subcategory/30556,21
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,All Amplifiers,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12895,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12895,17
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Comparators,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/30564,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/30564,15
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Operational Amplifiers,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/30565,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/30565,67
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Diff Amps,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12899,False,,0
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Gain Blocks,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12901,False,,1
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Transistor Arrays,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12907,False,,1
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Instrumentation Amplifiers,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12903,False,,0
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Digital Sound Processors,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/31742,False,,1
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Display ICs,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12912,False,,1
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Security Surveillance,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12914,False,,0
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Video Decoders/Encoders,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12915,False,,0
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Video ICs,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12916,False,,1
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Video Switching,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12918,False,,3
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,AFEs,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12908,False,,0
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,High Speed A/D Converters,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12919,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12919,31
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Precision A/D Converters,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12920,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12920,7
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Digital Potentiometers (DCPs),https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12923,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12923,26
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Voltage References,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12925,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12925,7
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Power Line Communication (PLC),https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/31513,False,,4
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,Analog Switches,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12943,True,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12943,11
Analog Products,https://en-support.renesas.com/knowledgeBase/category/31630,USB Switches,https://en-support.renesas.com/knowledgeBase/category/31630/subcategory/12947,False,,0
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Clock Buffers & Drivers,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31092,True,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31092,12
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Clock Distribution,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31093,False,,2
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Clock Generation,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31094,False,,5
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Clocks - General Purpose,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31095,False,,4
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31096,True,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31096,53
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Counters/Time Base ICs,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31646,False,,0
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Crystal Oscillators,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31097,False,,2
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,FemtoClock® Low Phase-Noise Frequency Synthesizers,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31098,False,,0
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Jitter Attenuators with Frequency Translation,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31099,True,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31099,9
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,PCI Express® Clocks,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31101,False,,2
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Processor Clock Buffers,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31102,False,,0
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Processor Clock Generators,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31103,False,,1
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Processor Clocks,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31104,False,,0
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,RTCs,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/12954,True,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/12954,6
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Universal Frequency Translators (UFT),https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31105,False,,2
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,VersaClock® Programmable Clocks,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31106,False,,4
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Zero Delay Buffers (ZDB),https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31107,False,,1
Clocks & Timing,https://en-support.renesas.com/knowledgeBase/category/31058,Application-Specific Clocks,https://en-support.renesas.com/knowledgeBase/category/31058/subcategory/31648,False,,1
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,"RS-485, RS-422 & RS-232",https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/15164,True,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/15164,57
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,Signal Integrity Products,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/12928,False,,1
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,USB,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/30638,False,,2
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,USB Battery Charging Identifier,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31577,False,,4
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,DSP,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/15162,False,,1
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,Photocouplers,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/30897,True,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/30897,32
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,R-IN32M3 (Multiprotocol Communication),https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31636,True,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31636,7
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,TPS-1 (PROFINET),https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31634,True,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31634,51
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,ASI4U-V5 (AS-Interface Products),https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31637,False,,3
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,R-IN32M4 (Industrial Ethernet Communication),https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/31638,False,,0
Interface,https://en-support.renesas.com/knowledgeBase/category/12888,CCE4511,https://en-support.renesas.com/knowledgeBase/category/12888/subcategory/33217,False,,3
Connectivity,https://en-support.renesas.com/knowledgeBase/category/31752,Cellular IoT Modules,https://en-support.renesas.com/knowledgeBase/category/31752/subcategory/31388,True,https://en-support.renesas.com/knowledgeBase/category/31752/subcategory/31388,19
Connectivity,https://en-support.renesas.com/knowledgeBase/category/31752,NFC,https://en-support.renesas.com/knowledgeBase/category/31752/subcategory/32188,True,https://en-support.renesas.com/knowledgeBase/category/31752/subcategory/32188,18
Connectivity,https://en-support.renesas.com/knowledgeBase/category/31752,Wi-SUN FAN,https://en-support.renesas.com/knowledgeBase/category/31752/subcategory/31735,False,,5
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA14585/531 - Software,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31722,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31722,52
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA14585/531 - Hardware,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31723,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31723,21
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA14585/531 - RF,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31724,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31724,10
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA14592,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/32424,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/32424,22
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA1469x - Software,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31725,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31725,9
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA1469x - Hardware,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31726,False,,2
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA1469x - RF,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31727,False,,0
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,DA14592/DA14592MOD tutorials and training material,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/33321,False,,5
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,RL78/G1D,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31071,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31071,9
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,RL78/G1D Module,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31072,False,,5
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Protocol Stack for RL78 Family,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31074,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31074,21
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Development Environments for RL78 Family,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31076,False,,4
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,RX23W,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31177,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31177,7
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Protocol Stack for RX Family,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31179,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31179,13
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Development Environments for RX Family,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31180,False,,1
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Specification,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31073,False,,1
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Certification,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31075,True,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31075,13
Bluetooth Low Energy,https://en-support.renesas.com/knowledgeBase/category/31069,Others,https://en-support.renesas.com/knowledgeBase/category/31069/subcategory/31077,False,,0
IoT Wi-Fi,https://en-support.renesas.com/knowledgeBase/category/31728,DA16200/600 - Software,https://en-support.renesas.com/knowledgeBase/category/31728/subcategory/31729,False,,2
IoT Wi-Fi,https://en-support.renesas.com/knowledgeBase/category/31728,DA16200/600 - Hardware,https://en-support.renesas.com/knowledgeBase/category/31728/subcategory/31730,False,,0
IoT Wi-Fi,https://en-support.renesas.com/knowledgeBase/category/31728,DA16200/600 - RF,https://en-support.renesas.com/knowledgeBase/category/31728/subcategory/31731,False,,0
IoT Wi-Fi,https://en-support.renesas.com/knowledgeBase/category/31728,MATTER,https://en-support.renesas.com/knowledgeBase/category/31728/subcategory/31732,True,https://en-support.renesas.com/knowledgeBase/category/31728/subcategory/31732,10
Functional Safety,https://en-support.renesas.com/knowledgeBase/category/31556,IEC61508 Solution for Industrial Automation,https://en-support.renesas.com/knowledgeBase/category/31556/subcategory/31557,True,https://en-support.renesas.com/knowledgeBase/category/31556/subcategory/31557,8
Memory & Logic,https://en-support.renesas.com/knowledgeBase/category/30567,FIFO Products,https://en-support.renesas.com/knowledgeBase/category/30567/subcategory/31109,True,https://en-support.renesas.com/knowledgeBase/category/30567/subcategory/31109,6
Memory & Logic,https://en-support.renesas.com/knowledgeBase/category/30567,Multi-Port Memory,https://en-support.renesas.com/knowledgeBase/category/30567/subcategory/31110,True,https://en-support.renesas.com/knowledgeBase/category/30567/subcategory/31110,8
